,title,year,budget_2013$,intgross_2013$
1350,Get Real,1998,2858265,1646948.0
1351,Godzilla,1998,178641539,537353750.0
1352,Halloween H20: 20 Years Later,1998,24295249,78661926.0
1353,Happiness,1998,4287397,8212442.0
1354,Hope Floats,1998,42873969,116515728.0
1355,Little Voice,1998,8574794,31136839.0
1356,"Lock, Stock and Two Smoking Barrels",1998,1929329,40524745.0
1357,Lost in Space,1998,114330585,194429617.0
1358,Mercury Rising,1998,85747939,47137546.0
1359,Mulan,1998,128621908,433741657.0
1360,Out of Sight,1998,68598351,110847172.0
1361,Pi,1998,97181,6686214.0
1362,Practical Magic,1998,85747939,97662611.0
1363,Primary Colors,1998,92893600,55761862.0
1364,Quest for Camelot,1998,57165293,54553553.0
1365,Rounders,1998,17149588,32758425.0
1366,Run Lola Run,1998,2500982,20769827.0
1367,Rush Hour,1998,50019631,350566156.0
1368,Rushmore,1998,14291323,27268466.0
1369,Safe Men,1998,1429132,30312.0
1370,Saving Private Ryan,1998,92893600,693179313.0
1371,Shakespeare in Love,1998,37157440,399442481.0
1372,Six Days Seven Nights,1998,114330585,235521005.0
1373,Sliding Doors,1998,8574794,84046055.0
1374,Slums of Beverly Hills,1998,7145662,7864191.0
1375,Small Soldiers,1998,57165293,102531416.0
1376,Smoke Signals,1998,2858265,11085232.0
1377,Sphere,1998,104326659,71697130.0
1378,Star Trek: Insurrection,1998,100039262,168351786.0
1379,Stepmom,1998,71456616,228297140.0
1380,The Avengers,1998,85747939,69434988.0
1381,The Big Lebowski,1998,21436985,66011004.0
1382,The Faculty,1998,21436985,57570196.0
1383,The Man in the Iron Mask,1998,50019631,81415051.0
1384,The Mask of Zorro,1998,92893600,333988221.0
1385,The Negotiator,1998,71456616,70178637.0
1386,The Prince of Egypt,1998,85747939,312408324.0
1387,The Proposition,1998,28582646,7593849.0
1388,The Thin Red Line,1998,74314880,52021118.0
1389,The Truman Show,1998,85747939,354996466.0
1390,There&#39;s Something About Mary,1998,31440911,514630544.0
1391,Urban Legend,1998,20007852,103714796.0
1392,Vampires (John Carpenter&#39;s),1998,28582646,28966833.0
1393,Velvet Goldmine,1998,12862191,6948401.0
1394,Wild Things,1998,28582646,79426456.0
1395,You&#39;ve Got Mail,1998,92893600,358426384.0
1396,A Simple Wish,1997,40634668,11849668.0
1397,Air Bud,1997,4353714,40327947.0
1398,Air Force One,1997,123355241,457529453.0
1399,Alien: Resurrection,1997,87074287,233213967.0
1400,Anastasia,1997,76915621,202885136.0
1401,As Good as It Gets,1997,72561906,455851198.0
1402,Austin Powers: International Man of Mystery,1997,26122286,98225585.0
1403,Batman &amp; Robin,1997,181404766,345855898.0
1404,Boogie Nights,1997,21768572,62565379.0
1405,Cats Don&#39;t Dance,1997,46439620,5207916.0
1406,Chasing Amy,1997,362810,21993652.0
1407,Cinderella,1997,4208591,123355241.0
1408,Clockwatchers,1997,2902476,783612.0
1409,Con Air,1997,116099050,325247966.0
1410,Conspiracy Theory,1997,116099050,207213175.0
1411,Contact,1997,130611431,240760405.0
1412,Eve&#39;s Bayou,1997,7256191,21541344.0
1413,Event Horizon,1997,87074287,38709226.0
1414,Fever Pitch,1997,58049525,72665044.0
1415,Flubber,1997,116099050,258311390.0
1416,G.I. Jane,1997,72561906,69904916.0
1417,Gattaca,1997,52244573,18188044.0
1418,George of the Jungle,1997,79818097,253187730.0
1419,Good Will Hunting,1997,14512381,327883215.0
1420,Grosse Pointe Blank,1997,21768572,45090566.0
1421,Hercules,1997,101586669,363825398.0
1422,I Know What You Did Last Summer,1997,24671048,181767707.0
1423,In the Company of Men,1997,36281,4184879.0
1424,Jackie Brown,1997,17414858,108447385.0
1425,Kiss the Girls,1997,39183429,87840357.0
1426,L.A. Confidential,1997,50793334,160514159.0
1427,Liar Liar,1997,65305716,439305185.0
1428,Men in Black,1997,130611431,853024040.0
1429,Mononoke-hime,1997,29024763,218193652.0
1430,Mortal Kombat: Annihilation,1997,43537144,74488288.0
1431,Must love Dogs,1997,50793334,85470471.0
1432,My Best Friend&#39;s Wedding,1997,66756954,433809062.0
1433,Orgazmo,1997,1451238,910343.0
1434,Scream 2,1997,34829715,147102287.0
1435,Selena,1997,29024763,51446556.0
1436,Smilla&#39;s Sense of Snow,1997,50793334,3224642.0
1437,Spawn,1997,58049525,127636188.0
1438,Starship Troopers,1997,145123812,175744937.0
1439,The Devil&#39;s Advocate,1997,82720573,222050207.0
1440,The Fifth Element,1997,137867622,382981741.0
1441,The Game,1997,72561906,70044851.0
1442,The Lost World: Jurassic Park,1997,108842859,1141669701.0
1443,The Peacemaker,1997,72561906,91380645.0
1444,The Postman,1997,116099050,25615375.0
1445,Titanic,1997,290247625,3171930973.0
1446,Volcano,1997,130611431,174293699.0
1447,August,1996,5049561,18767.0
1448,Bound,1996,6683242,10412962.0
1449,Broken Arrow,1996,96535720,220318272.0
1450,Chain Reaction,1996,81684071,89420791.0
1451,DragonHeart,1996,84654401,154998762.0
1452,Emma,1996,8762473,56186252.0
1453,Escape from L.A.,1996,74258246,37763082.0
1454,Eye for an Eye,1996,29703299,39791578.0
1455,Fargo,1996,10396154,76047227.0
1456,Freeway,1996,4455495,438856.0
1457,From Dusk Till Dawn,1996,29703299,38211750.0
1458,Hamlet,1996,2970330,3593608.0
1459,Harriet the Spy,1996,19307144,39460903.0
1460,Independence Day,1996,111387369,1213975115.0
1461,Jingle All the Way,1996,89109896,192822510.0
1462,Kingpin,1996,37129123,47857099.0
1463,Love and Other Catastrophes,1996,371291,1103798.0
1464,Mars Attacks!,1996,118813194,150552679.0
1465,Mission: Impossible,1996,118813194,679757008.0
1466,Romeo + Juliet,1996,21534891,219124769.0
1467,Scream,1996,22277474,257002834.0
1468,Secrets &amp; Lies,1996,6683242,19926891.0
1469,Set It Off,1996,13366484,53538871.0
1470,Space Jam,1996,118813194,371588265.0
1471,Spy Hard,1996,26732969,40004796.0
1472,Star Trek: First Contact,1996,68317587,222774739.0
1473,Striptease,1996,74258246,168283656.0
1474,That Thing You Do!,1996,3712912,51323462.0
1475,The Cable Guy,1996,69802752,152713266.0
1476,The Craft,1996,22277474,82678338.0
1477,The English Patient,1996,51980772,344137032.0
1478,The Fan,1996,81684071,27598768.0
1479,The First Wives Club,1996,44554948,269541399.0
1480,The Glimmer Man,1996,66832422,54067193.0
1481,The Hunchback of Notre Dame,1996,148516493,483421183.0
1482,The Long Kiss Goodnight,1996,96535720,49675220.0
1483,The Mirror Has Two Faces,1996,62376927,61288998.0
1484,The Rock,1996,111387369,499118651.0
1485,Trainspotting,1996,4604011,35645124.0
1486,Twister,1996,130694514,736493287.0
1487,Walking and Talking,1996,1485165,2399710.0
1488,When the Cat&#39;s Away,1996,445549,3751503.0
1489,Apollo 13,1995,99370665,510765217.0
1490,Assassins,1995,76438973,127356911.0
1491,Batman Forever,1995,152877946,514478842.0
1492,Before Sunrise,1995,3821949,8062791.0
1493,Braveheart,1995,110072121,319514907.0
1494,Casino,1995,79496532,168777252.0
1495,Casper,1995,84082870,431574441.0
1496,Clueless,1995,20944279,86526587.0
1497,Congo,1995,76438973,232408620.0
1498,Copycat,1995,30575589,49000312.0
1499,Die Hard: With a Vengeance,1995,137590151,557210677.0
1500,Four rooms,1995,6115118,6575280.0
1501,Home for the holidays,1995,30575589,33815484.0
1502,Jumanji,1995,99370665,401699506.0
1503,Mallrats,1995,9325555,3223228.0
1504,Mortal Kombat,1995,30575589,186714768.0
1505,Outbreak,1995,76438973,103687285.0
1506,Pocahontas,1995,84082870,530639350.0
1507,Pride and Prejudice,1995,42805825,184857731.0
1508,Sabrina,1995,88669209,133156691.0
1509,Safe,1995,50449722,63437029.0
1510,Se7en,1995,45863384,501631742.0
1511,Sense and Sensibility,1995,25224861,206375709.0
1512,Showgirls,1995,61151178,57712577.0
1513,Species,1995,53507281,173293953.0
1514,Tank Girl,1995,38219486,6213469.0
1515,The American President,1995,94784326,164837302.0
1516,The Bridges of Madison County,1995,33633148,268326198.0
1517,The Incredibly True Adventures of Two Girls in Love,1995,382195,3787024.0
1518,The Net,1995,33633148,168963355.0
1519,The Quick and the Dead,1995,48920943,28362620.0
1520,The Usual Suspects,1995,9172677,52665468.0
1521,Toy Story,1995,45863384,557286202.0
1522,Twelve Monkeys,1995,44334604,258121354.0
1523,Waterworld,1995,267536405,403974193.0
1524,Welcome to the Dollhouse,1995,1223024,7697090.0
1525,Ace Ventura: Pet Detective,1994,18859976,168509796.0
1526,Beverly Hills Cop III,1994,78583235,187312473.0
1527,Clerks.,1994,42435,6120440.0
1528,Crooklyn,1994,22003306,20469628.0
1529,Dumb &amp; Dumber,1994,25146635,387258182.0
1530,Ed Wood,1994,28289965,9160394.0
1531,Forrest Gump,1994,86441558,1067789822.0
1532,Legends of the Fall,1994,47149941,252256228.0
1533,Little Women,1994,23574970,78588426.0
1534,Naked Gun 33 1/3: The Final Insult,1994,47149941,80220683.0
1535,Police Academy: Mission to Moscow,1994,15716647,198418.0
1536,Priest,1994,94299882,132261912.0
1537,Pulp Fiction,1994,12573318,334652619.0
1538,Speed,1994,47149941,445095443.0
1539,Stargate,1994,86441558,308935323.0
1540,Street Fighter,1994,55008264,156259619.0
1541,The Client,1994,70724911,184851675.0
1542,The Hudsucker Proxy,1994,62866588,23477761.0
1543,The Lion King,1994,124633011,1497608078.0
1544,The Mask,1994,28289965,552628944.0
1545,The Santa Clause,1994,34576623,298301960.0
1546,The Shadow,1994,62866588,50034889.0
1547,The Shawshank Redemption,1994,39291617,44386120.0
1548,The Specialist,1994,70724911,90154744.0
1549,Timecop,1994,44006612,160394011.0
1550,True Lies,1994,157166470,574129115.0
1551,Cliffhanger,1993,104809829,411177020.0
1552,Cool Runnings,1993,22574425,250021852.0
1553,Dazed and Confused,1993,11125966,12820482.0
1554,Gettysburg,1993,40311473,17304904.0
1555,Groundhog Day,1993,23541900,114334580.0
1556,Hocus Pocus,1993,45148849,63467174.0
1557,Jurassic Park,1993,101584911,1669905770.0
1558,Mrs. Doubtfire,1993,40311473,711555544.0
1559,Pieces of April,1993,483738,5789647.0
1560,Schindler&#39;s List,1993,40311473,518188770.0
1561,Super Mario Bros.,1993,67723274,33611556.0
1562,The Age of Innocence,1993,54823603,51622860.0
1563,The Fugitive,1993,70948192,570351412.0
1564,The Princess and the Cobbler,1993,38699014,1079180.0
1565,The Remains of the Day,1993,24186884,103124758.0
1566,Tombstone,1993,40311473,91112095.0
1567,A Few Good Men,1992,54791459,392672121.0
1568,A League of Their Own,1992,66413889,219896498.0
1569,Aladdin,1992,46489723,836898388.0
1570,Alien 3,1992,91319098,263165037.0
1571,Army of Darkness,1992,18263820,35702407.0
1572,Batman Returns,1992,132827779,443020974.0
1573,Buffy the Vampire Slayer,1992,11622431,23629512.0
1574,Death Becomes Her,1992,91319098,247429345.0
1575,El Mariachi,1992,11622,3390310.0
1576,Glengarry Glen Ross,1992,20754340,17807603.0
1577,Hero,1992,69734584,110889898.0
1578,Home Alone 2: Lost in New York,1992,33206945,596056107.0
1579,Malcolm X,1992,58112153,79978777.0
1580,My Cousin Vinny,1992,18263820,87880798.0
1581,Reservoir Dogs,1992,1992417,4702152.0
1582,The Crying Game,1992,6641389,103849232.0
1583,The Mighty Ducks,1992,16603472,84266502.0
1584,The Muppet Christmas Carol,1992,19924167,45296775.0
1585,The Player,1992,13282778,47945352.0
1586,Wayne&#39;s World,1992,33206945,304005134.0
1587,Beauty and the Beast,1991,34216807,772310338.0
1588,Bill &amp; Ted&#39;s Bogus Journey,1991,34216807,64220970.0
1589,Hook,1991,119758826,514714575.0
1590,Hudson Hawk,1991,111204624,29458817.0
1591,Robin Hood: Prince of Thieves,1991,85542018,668083163.0
1592,Slacker,1991,39349,2100070.0
1593,Star Trek VI: The Undiscovered Country,1991,46192690,165780431.0
1594,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,42771009,134569251.0
1595,Terminator 2: Judgement Day,1991,171084037,884189932.0
1596,The Addams Family,1991,51325211,327629772.0
1597,The Naked Gun 2 1/2: The Smell of Fear,1991,39349328,148724056.0
1598,The Silence of the Lambs,1991,34216807,471724395.0
1599,White Fang,1991,23951765,59415931.0
1600,Back to the Future Part III,1990,71319016,434511105.0
1601,Child&#39;s Play 2,1990,23178680,60918157.0
1602,Dark Angel (I Come in Peace),1990,12480828,7796169.0
1603,Die Hard 2,1990,124808278,427582507.0
1604,Edward Scissorhands,1990,35659508,96239640.0
1605,Flatliners,1990,46357360,109310929.0
1606,Ghost,1990,39225459,922868068.0
1607,Goodfellas,1990,44574385,83343062.0
1608,Home Alone,1990,26744631,849917050.0
1609,Nikita,1990,12480828,8946919.0
1610,Predator 2,1990,62404139,97650742.0
1611,Pretty Woman,1990,24961656,771396947.0
1612,The Hunt for Red October,1990,53489262,357486568.0
1613,Total Recall,1990,222871925,354127435.0
1614,Tremors,1990,17829754,29717001.0
1615,Back to the Future Part II,1989,75183554,624023495.0
1616,Batman,1989,65785609,773166847.0
1617,Bill &amp; Ted&#39;s Excellent Adventure,1989,18795888,76095227.0
1618,Dead Poets Society,1989,30825257,450161527.0
1619,Henry V,1989,16916300,19098688.0
1620,Indiana Jones and the Last Crusade,1989,90220264,891248035.0
1621,Licence to Kill,1989,78942731,293529779.0
1622,Major League,1989,20675477,93590469.0
1623,Road House,1989,18795888,56481697.0
1624,"Sex, Lies, and Videotape",1989,2255507,69059227.0
1625,Star Trek V: The Final Frontier,1989,56387665,131947137.0
1626,The Abyss,1989,131571219,101954772.0
1627,Troop Beverly Hills,1989,33832599,13515193.0
1628,UHF,1989,9397944,11572924.0
1629,Action Jackson,1988,13787529,39899139.0
1630,Akira,1988,15757176,38576.0
1631,Beetle Juice,1988,29544705,144427648.0
1632,Bloodsport,1988,2954471,23253887.0
1633,Child&#39;s Play,1988,17726823,87051866.0
1634,Dangerous Liaisons,1988,27575058,68346751.0
1635,Die Hard,1988,55150116,273996307.0
1636,Midnight Run,1988,59089410,160749995.0
1637,My Stepmother Is an Alien,1988,31514352,27287490.0
1638,Mystic Pizza,1988,11817882,25198114.0
1639,Poltergeist III,1988,18711647,27799598.0
1640,Rain Man,1988,49241175,813070285.0
1641,Scrooged,1988,63028704,118825964.0
1642,The Land Before Time,1988,24226658,161457571.0
1643,The Last Temptation of Christ,1988,13787529,16493007.0
1644,They Live,1988,7878588,25605411.0
1645,Twins,1988,29544705,426625542.0
1646,Who Framed Roger Rabbit,1988,137875291,692330924.0
1647,Young Guns,1988,25605411,88095701.0
1648,Beverly Hills Cop II,1987,41007948,567273267.0
1649,Evil Dead II,1987,7176391,12144594.0
1650,Fatal Attraction,1987,28705563,656332204.0
1651,"Good Morning, Vietnam",1987,26655166,254090104.0
1652,Hellraiser,1987,2050397,29861988.0
1653,Lethal Weapon,1987,30755961,246442080.0
1654,Predator,1987,36907153,201487544.0
1655,Radio Days,1987,32806358,30331075.0
1656,RoboCop,1987,246047687,454321579.0
1657,Spaceballs,1987,46544021,78160088.0
1658,Superman IV: The Quest for Peace,1987,34856756,23021501.0
1659,The Last Emperor,1987,51259935,90184679.0
1660,The Lost Boys,1987,17428378,66069067.0
1661,The Princess Bride,1987,30755961,63269112.0
1662,Aliens,1986,36104000,389321020.0
1663,Crocodile Dundee,1986,10618824,696594829.0
1664,Highlander,1986,33980236,27396565.0
1665,Howard The Duck,1986,63712942,34608390.0
1666,Little Shop of Horrors,1986,63712942,82290329.0
1667,Peggy Sue Got Married,1986,38227765,87887418.0
1668,Platoon,1986,12742588,293001649.0
1669,Stand By Me,1986,16990118,111046165.0
1670,The Clan of the Cave Bear,1986,31856471,4149267.0
1671,Top Gun,1986,31856471,757760530.0
1672,Back to the Future,1985,41136059,831110482.0
1673,Brazil,1985,32475836,21497131.0
1674,Commando,1985,21650558,75937118.0
1676,Ladyhawke,1985,43301115,39837026.0
1677,Legend,1985,54126394,33562937.0
1679,Red Sonja,1985,38754498,14951574.0
1680,Return to Oz,1985,58456506,22990322.0
1681,The Color Purple,1985,32475836,202626921.0
1682,A nightmare on Elm Street,1984,78450540,263884353.0
1683,Amadeus,1984,40345992,116494634.0
1684,Beverly Hills Cop,1984,33621660,708968739.0
1685,Body Double,1984,22414440,19729056.0
1686,Conan the Destroyer,1984,40345992,59174122.0
1687,Dune,1984,100864980,61521969.0
1688,Friday the 13th Part IV: The Final Chapter,1984,5827754,73924796.0
1689,Ghostbusters,1984,67243320,653677077.0
1690,Gremlins,1984,24655884,332111304.0
1691,Indiana Jones and the Temple of Doom,1984,62760432,746580777.0
1692,Police Academy,1984,10086498,182002774.0
1693,Repo Man,1984,3362166,5155321.0
1694,Splash,1984,17931552,140313263.0
1695,Star Trek III: The Search for Spock,1984,40345992,195005629.0
1696,The Karate Kid,1984,89657760,804883755.0
1697,The Terminator,1984,14345242,174875289.0
1698,Flashdance,1983,16375486,471294841.0
1699,Star Wars: Episode VI - Return of the Jedi,1983,76029041,1339748672.0
1700,Superman III,1983,91234849,140245796.0
1701,Videodrome,1983,13923842,4960460.0
1702,WarGames,1983,28072261,174127177.0
1703,Blade Runner,1982,67571504,79974780.0
1704,Cat People,1982,30165850,50678628.0
1705,Conan the Barbarian,1982,48265360,190923490.0
1706,Diner,1982,12066340,30390060.0
1707,E.T.: The Extra-Terrestrial,1982,25339314,1913637848.0
1708,Fast Times at Ridgemont High,1982,10859706,65382380.0
1709,First Blood,1982,33785752,302172295.0
1710,Friday the 13th Part III,1982,5429853,88542965.0
1711,Poltergeist,1982,25821968,293709241.0
1712,Porky&#39;s,1982,9653072,264234708.0
1713,Star Trek: The Wrath of Khan,1982,28959216,233604343.0
1714,The Best Little Whorehouse in Texas,1982,49471994,168208730.0
1715,Tootsie,1982,36199020,427631090.0
1716,TRON,1982,41025556,64961738.0
1717,Das Boot,1981,30742635,217684336.0
1718,Escape from New York,1981,15371317,64674049.0
1719,Friday the 13th Part 2,1981,3202358,55651281.0
1720,Halloween II,1981,6404716,65414737.0
1721,Heavy Metal,1981,23825542,50138908.0
1722,History of the World: Part I,1981,28180748,81140060.0
1723,Raiders of the Lost Ark,1981,51237724,998945973.0
1724,The Evil Dead,1981,960707,75319455.0
1725,Time Bandits,1981,30742635,95814545.0
1726,Airplane!,1980,9897188,235987236.0
1727,Can&#39;t Stop the Music,1980,56555357,5655536.0
1728,Fame,1980,50899822,220444178.0
1729,Flash Gordon,1980,98971875,76655018.0
1730,Friday the 13th,1980,48072054,259308493.0
1731,Heaven&#39;s Gate,1980,124421786,9852879.0
1732,Private Benjamin,1980,42416518,197512086.0
1733,Raging Bull,1980,50899822,66113787.0
1734,Somewhere in Time,1980,14421616,27456486.0
1735,Star Wars: Episode V - The Empire Strikes Back,1980,65038661,1510514303.0
1736,Superman II,1980,152699465,305924063.0
1737,The Blues Brothers,1980,76349732,161832844.0
1738,The Fog,1980,50899822,104764631.0
1739,The Shining,1980,53727589,124470916.0
1740,Alien,1979,28886103,653566146.0
1741,Apocalypse Now,1979,101101360,252913878.0
1742,Moonraker,1979,99496576,674971936.0
1743,Star Trek: The Motion Picture,1979,112334844,446129810.0
1744,The Amityville Horror,1979,59376989,350406635.0
1745,Animal House,1978,10712118,505611968.0
1746,Dawn of the Dead,1978,99979768,369399800.0
1747,Days of Heaven,1978,10712118,13071926.0
1748,Grease,1978,21424236,1383697739.0
1749,Halloween,1978,53560590,276781136.0
1750,I Spit on Your Grave,1978,6248735,4565044.0
1751,Superman,1978,196388829,1071925937.0
1752,The Deer Hunter,1978,53560590,178535299.0
1753,A Bridge Too Far,1977,99921804,195231833.0
1754,Annie Hall,1977,15372585,147005823.0
1755,Close Encounters of the Third Kind,1977,76862926,1297830510.0
1756,Eraserhead,1977,384315,26902024.0
1757,High Anxiety,1977,13066697,119379800.0
1758,Julia,1977,23058878,5246310.0
1759,Star Wars,1977,42274609,3066446442.0
1760,Assault on Precinct 13,1976,122754817,147473116.0
1761,Family Plot,1976,12275482,54012120.0
1762,Logan&#39;s Run,1976,28642791,102295681.0
1763,Network,1976,15548943,96934884.0
1764,Rocky,1976,4091827,920661128.0
1765,Silent Movie,1976,18004040,147901939.0
1766,Sparkle,1976,40918272,100905781.0
1767,Taxi Driver,1976,4091827,115645570.0
1768,Barry Lyndon,1975,47609104,86562007.0
1769,Jaws,1975,51937204,2037236823.0
1770,Monty Python and the Holy Grail,1975,1731240,21765791.0
1771,One Flew Over the Cuckoo&#39;s Nest,1975,19043641,471681892.0
1772,The Rocky Horror Picture Show,1975,5193720,605399166.0
1773,Black Christmas,1974,42513535,76693179.0
1774,Blazing Saddles,1974,12281688,564485269.0
1775,The Conversation,1974,7557962,20878869.0
1776,The Godfather: Part II,1974,61408439,270669505.0
1777,The Texas Chain Saw Massacre,1974,661322,125520924.0
1778,The Towering Inferno,1974,661322,125520924.0
1779,Young Frankenstein,1974,13226433,407657562.0
1780,American Graffiti,1973,4074506,734145189.0
1781,High Plains Drifter,1973,82329139,82329139.0
1782,Sleeper,1973,10487788,96197818.0
1783,The Exorcist,1973,62926730,2111900435.0
1784,The Sting,1973,28841418,837011132.0
1786,Pink Flamingos,1972,66866,2305762.0
1787,The Godfather,1972,39004975,1496119403.0
1788,Escape from the Planet of the Apes,1971,14386286,70780525.0
1789,Shaft,1971,305063707,616827003.0
1790,Straw Dogs,1971,143862856,64760273.0
1791,The French Connection,1971,12659931,236848653.0
1792,Willy Wonka &amp; the Chocolate Factory,1971,17263543,23018057.0
1793,Beyond the Valley of the Dolls,1970,5997631,53978683.0
